"ST004D01T","ST022Q01TA","REPEAT","SCI.PHY","SCI.CHE","SCI.BIO","SCI.EAR","SCI.APP","SCI.GEN","OUT.MEAL","OUT.STUDY","OUT.VEDIO","OUT.READ","OUT.NET","Out.GAME","OUT.FRD","OUT.PAR","OUT.HOUSE","OUT.JOB","OUT.SPORT","ST111Q01TA","ST062Q01TA","ST062Q02TA","ST062Q03TA","ST031Q01NA","ST032Q01NA","ST064Q01NA","ST064Q02NA","ST064Q03NA","GRADE","MISCED","FISCED","DURECEC","DISCLISCI","TEACHSUP","IBTEACH","TDTEACH","ENVAWARE","ENVOPT","JOYSCIE","INTBRSCI","INSTSCIE","SCIEEFF","EPIST","SCIEACT","BSMJ","BMMJ1","BFMJ2","OUTHOURS","TMINS","BELONG","ANXTEST","MOTIVAT","COOPERATE","CPSVALUE","EMOSUPS","PERFEED","ADINST","unfairteacher","CULTPOSS","HEDRES","WEALTH"
1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,2,0,0,0,3,7,1,2,0,1,4,4,NA,-0.3164,1.4475,0.3978,1.4332,3.2811,0.0674,1.6403,1.2268,1.7359,0.7654,2.1552,0.7038,NA,31,25,NA,NA,2.5915,0.6434,1.0385,2.2879,0.891,1.0991,1.7852,1.3974,6,-0.1201,1.1563,1.8671
1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,1,0,0,3,4,0,0,0,2,4,2,NA,0.8934,-0.3068,-0.1837,-0.6102,-1.2807,0.5986,-0.8208,-0.3744,-0.0575,0.5037,-0.1933,1.4268,72,23,31,4.12713438504509,1250,-0.3381,-0.1679,0.1218,-0.2882,0.0333,-1.4765,-0.5356,-0.3816,12,-0.2818,0.0321,0.174
1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,3,5,2,0,2,1,4,4,2,0.0039,-0.4082,-0.6469,0.3294,-0.0809,1.5431,0.5094,-0.0589,0.0125,0.9514,-0.5371,-0.8649,49,73,22,NA,1800,-0.3381,-0.4305,0.1218,-0.2882,0.0333,-0.889,-1.1537,-0.3816,10,-0.4945,1.1563,0.9435
0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2,0,1,0,3,NA,1,2,2,2,4,4,1,-1.4766,-0.4082,-1.4505,0.2483,-0.4883,-1.2988,0.5094,0.7736,1.7359,-0.5518,-0.1933,0.4788,89,NA,28,1.6094379124341,2800,-0.3381,0.8425,-0.1651,-1.2786,0.0333,0.0264,-1.1537,-0.0163,6,-1.6287,-0.1108,1.6108
0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,2,0,1,1,1,2,1,0,0,1,4,2,2,1.8837,0.5683,0.204,0.4587,-0.3864,0.1761,0.5094,-0.0369,1.7359,0.1475,-0.1526,-0.0265,50,17,31,NA,1800,0.2947,0.0752,0.3377,-0.2882,-1.039,0.5658,-0.1654,-0.3622,7,-0.831,-1.0509,-0.0039
1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,3,7,1,1,1,0,0,0,1,-1.0005,0.3028,1.1642,-0.6102,0.5766,0.3361,1.1662,1.0721,0.3708,1.2208,0.7172,1.7921,70,31,44,3.91202300542815,NA,-0.1613,0.5209,1.8543,-0.2882,0.24,-3.0789,1.427,-1e-04,19,0.0058,1.1563,-0.238
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,4,0,0,1,1,4,2,1,1.0389,-0.1164,0.5643,0.2483,0.3171,-0.4192,0.5094,0.7536,0.3708,0.0655,1.1342,0.7323,89,56,57,2.39789527279837,1800,0.514,0.832,1.0385,-0.2882,1.3777,0.5658,0.9443,0.6524,14,-0.4365,-0.1639,4.274
0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,2,0,0,0,2,3,0,1,0,1,4,4,1,1.8837,0.5683,0.5727,0.4587,-3.3765,0.6122,0.5094,0.9562,0.3708,1.2109,1.1342,0.1676,54,69,57,3.71357206670431,1600,-0.5753,-0.5306,1.3961,0.395,-0.7799,0.5658,0.0134,0.3332,6,-0.2818,-1.2004,-0.5755
1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,2,0,0,0,NA,3,0,0,2,0,2,2,NA,-0.3119,0.7896,-0.0286,0.0674,0.5047,-0.3241,0.6706,1.1855,-0.5554,-0.0366,-1.3825,0.8847,63,NA,NA,2.07944154167984,NA,-0.6657,0.3945,-0.4769,-1.767,-1.5159,-1.5683,1.2991,-0.0559,13,0.2737,-1.4432,-2.3874
1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,2,2,2,3,7,0,2,1,2,2,3,0,0.745,-0.3068,-0.121,-0.6102,0.0194,0.7231,0.0992,-0.2865,0.317,0.3155,-0.1933,-1.7518,74,71,25,NA,2250,-0.3381,-0.6871,NA,-0.2882,0.0333,-0.889,-1.5255,-1.9656,8,-0.8341,-2.1806,-0.0243
0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,2,0,0,0,3,5,0,0,0,1,2,2,NA,0.0039,-0.1164,0.0911,0.5819,-0.4883,1.8108,0.8931,0.3721,0.3708,0.5008,0.5002,-0.3658,89,69,51,3.2188758248682,NA,-0.376,-0.0465,0.592,0.9675,0.891,0.3838,1.1417,-0.3816,11,0.0768,-0.1639,0.0926
1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,2,2,1,0,3,2,NA,NA,NA,0,1,1,0,NA,NA,NA,NA,-1.9933,1.1781,-0.2121,0.0475,-0.0948,1.218,-1.0835,1.4508,40,25,12,1.38629436111989,NA,-0.5753,0.4752,-0.8261,-0.2882,0.0333,-0.889,NA,NA,20,0.2737,0.0321,0.1529
0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,NA,1,0,0,0,0,1,4,4,2,0.8033,1.4475,1.8798,0.9505,0.0194,-1.7932,0.5094,1.3588,0.3708,-0.418,-0.1933,0.8087,32,12,12,3.2188758248682,NA,-0.7768,0.2594,-0.2803,0.395,0.4713,0.4662,2.4994,0.6524,9,-0.4945,-1.0496,-1.5548
0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,2,0,0,1,0,0,0,0,0,1,2,2,1,1.3751,0.9133,1.1361,2.0781,-0.0157,-0.9037,0.5094,NA,0.3708,-0.5437,-0.1933,0.7182,89,26,26,2.99573227355399,1800,-0.3381,0.5736,0.4631,-0.2882,0.9978,1.0991,1.4466,-0.3118,7,-0.4365,-0.5113,1.1009
0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,4,2,2,0,2,NA,NA,1,1.2422,-0.6986,0.291,-0.0718,0.2623,0.5251,0.5094,0.6098,0.3708,0.2661,-0.7885,0.882,47,NA,NA,3.2188758248682,1680,0.1052,1.0496,0.3377,-0.2882,0.0333,0.1711,0.3995,0.3181,13,-0.2598,0.0321,0.2547
0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,3,7,1,1,1,1,4,4,2,1.3185,1.4475,0.5876,1.4501,0.4648,0.3102,-0.8208,-0.0369,0.8155,-0.898,0.5002,-0.003,42,69,51,1.6094379124341,1800,0.6897,0.0647,0.608,-0.2882,0.0333,1.0991,2.4994,0.6524,11,0.6093,1.1563,2.4612
0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,2,0,0,0,0,1,2,1,0,1,4,4,0,0.8934,0.5683,0.3638,0.0548,-0.0314,-0.1097,0.5094,0.7991,-0.7778,0.7229,-0.7318,0.6415,62,28,85,3.40119738166216,1260,-0.9626,0.0752,0.1582,0.395,-0.3,1.0991,1.1758,0.6524,6,0.6093,0.0321,0.1363
0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,2,0,1,1,0,1,1,0,1,2,2,4,NA,0.6605,0.3574,0.5709,0.7979,-0.4313,-0.4783,0.5094,0.0795,1.7359,0.9879,0.8603,0.4886,55,76,72,1.38629436111989,1750,-0.3381,0.2594,0.8598,-0.2882,0.0333,1.0991,0.0134,1.3472,8,2.1655,1.1563,0.151
1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0,1,0,1,0,1,1,1,1,4,2,NA,1.0867,-0.2651,0.416,0.0532,-0.0809,-0.189,0.5094,0.5392,0.3708,1.2208,-0.1933,0.1217,70,76,27,2.07944154167984,1750,-0.3381,0.7993,0.705,-0.2882,0.0333,1.0991,1.0606,-0.0163,10,-0.2107,-0.1639,-0.4434
0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,7,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,-1.3464,-1.7932,-0.3681,-1.0606,0.3708,0.3232,0.8603,-1.7518,29,NA,29,NA,2400,0.4638,-2.505,1.8543,1.0425,-2.8294,-0.2495,NA,NA,6,-0.831,-0.1108,-0.431
1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,2,2,2,1,2,4,2,1.8837,-0.913,9e-04,0.1272,-1.2707,-1.7932,0.5094,0.5305,0.3708,-3.7565,-0.1933,-0.8649,46,NA,57,2.30258509299405,1800,-0.3489,-0.6871,-1.0795,-0.2882,-0.8356,-0.4263,0.0134,-0.0163,6,0.4793,-0.5343,1.2838
0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,0,0,1,3,0,0,1,0,1,0,2,0,1.8837,1.4475,1.2021,2.0781,0.5747,-1.7932,0.5094,-0.3493,-0.2874,0.7495,-2.7904,0.0776,54,18,47,3.2188758248682,1800,NA,1.8135,0.2168,1.0205,-1.0956,1.0991,2.4994,2.0469,6,-0.356,0.0321,0.4843
1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,2,0,0,0,3,7,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,0.7387,3.0127,0.0992,0.3721,0.3708,0.3155,-0.1933,-0.3612,89,25,15,NA,NA,0.3171,-0.6871,-0.1651,-0.8088,-0.3735,1.0991,NA,NA,6,-0.3331,0.0321,1.0907
0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,3,-1.2851,0.8213,1.2115,-0.1305,-1.5546,NA,-0.7829,-0.4139,0.7648,0.7617,-0.5942,1.4484,NA,NA,NA,2.19722457733622,NA,-1.0362,0.0752,-1.1296,-1.0724,NA,-1.3298,-0.5308,0.3379,4,-1.7072,-0.7218,-0.9252
1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,NA,1,1,0,3,7,1,1,1,1,3,3,2,-1.0005,-0.1164,0.9452,-0.878,-1.2707,0.7231,0.5094,0.5305,0.3708,0.3155,-1.3692,-1.7518,NA,56,53,3.04452243772342,NA,-1.1267,1.4987,-0.1651,-0.2882,0.0333,-0.889,0.0134,-0.3816,20,0.0433,1.1563,0.5403
0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,2,0,0,0,0,4,1,1,1,1,4,4,1,0.5952,-0.4527,-0.1528,0.4505,3.2811,-1.7932,1.6403,0.9974,1.2817,0.7428,2.1552,-1.7518,72,77,74,3.04452243772342,1650,-0.1613,0.0752,-0.7662,-0.2882,0.0333,1.0991,0.0134,0.0214,7,0.7777,-0.5343,1.6631
0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,2,0,0,0,3,5,1,2,0,1,1,2,0,-1.0005,-0.1164,-0.6425,-0.6102,0.228,-1.7932,-0.8208,-0.1991,0.267,-0.0509,-0.7443,-1.7518,NA,50,36,3.09104245335832,1215,-0.3381,0.7754,-0.1923,-0.2882,0.0333,-0.889,0.0134,-0.3369,11,-0.2037,-0.9734,0.317
1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,4,2,2,2,1,2,2,NA,0.2884,1.4475,0.9234,1.0322,0.6986,1.2395,0.5094,0.2719,1.7359,0.3208,0.6132,-1.7518,36,31,NA,3.76120011569356,2100,-0.0621,-0.5306,1.0385,0.5759,0.3821,0.5658,1.8402,1.3974,10,-0.4945,-0.6281,-0.9326
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,3,4,0,0,0,1,4,4,3,0.0039,-0.1164,0.6893,-0.6102,0.576,-0.7797,0.5094,1.3588,0.3708,-0.2227,-0.1933,0.9725,71,75,56,3.55534806148941,NA,-0.8097,0.5769,-0.1651,-0.8088,0.0333,-1.3298,0.9443,0.6524,18,-0.2107,-0.6134,0.7012
0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,3,3,0,0,0,1,0,2,1,0.8351,1.4475,0.2747,1.1091,0.6492,-0.4192,-0.2145,-0.2865,-0.4595,0.3155,0.84,-0.3658,61,22,29,3.40119738166216,1650,-0.7592,0.206,0.4601,0.4252,-0.3735,1.0991,1.0606,0.6524,6,0.1919,-1.1358,-0.478
1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,2,7,1,1,1,2,4,4,1,0.8351,1.4475,0.5512,0.5169,2.0258,-0.0592,0.5094,0.6584,0.0125,-0.1958,-0.1933,0.7052,66,77,18,2.94443897916644,1800,-0.3381,-0.6871,-0.1651,-0.2882,0.0333,-0.889,2.0902,0.687,6,0.0058,1.1563,0.9166
0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,2,1,1,0,0,7,1,1,0,0,2,2,NA,0.7916,1.4475,-0.9395,-0.1495,1.0572,-1.7932,-0.5781,-0.3744,-0.7778,-0.127,1.1836,-1.7518,NA,21,25,NA,1600,1.5611,1.5125,1.8543,-0.2882,0.0333,1.0991,-0.9174,0.3728,9,-0.2107,1.1563,1.0218
0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,2,1,1,1,0,0,0,0,0,1,1,2,NA,-0.7439,1.4475,0.165,0.4505,-0.1679,NA,-0.2145,-1.6194,1.356,1.5079,-0.1933,-0.5559,74,25,NA,3.40119738166216,1925,-1.1407,0.5209,-0.2803,-0.9705,-1.3255,-3.0789,1.0606,-1.2428,11,-0.6174,-1.5169,-1.7899
1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,3,5,2,1,1,1,2,2,NA,-0.7439,0.0015,-0.9964,-1.315,0.0626,0.0929,-0.1379,-0.0966,-0.7778,-0.377,-0.419,-1.7518,38,22,44,2.39789527279837,2610,-0.4838,-0.0997,-0.37,-1.2109,-0.7149,0.5658,-0.2021,-1.2428,6,-0.7039,-1.0509,-1.3111
1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,7,0,0,0,0,1,2,NA,-1.9061,-1.6482,-0.6908,-1.142,-0.3771,-0.0818,-2.1154,-2.4981,-1.9301,-0.0112,-0.2828,-1.7518,53,69,NA,2.07944154167984,2025,-0.2015,-0.6871,-1.4159,-0.8088,-1.3255,0.0264,-0.5713,NA,8,-0.4343,0.0321,1.3895
0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,5,1,1,1,1,2,4,0,0.0039,-0.1164,-0.121,0.4505,-0.7073,-1.7932,2.1635,2.4511,-0.7778,-1.0524,-0.1933,0.9725,55,42,30,3.46573590279973,2280,-0.7244,0.2594,1.8543,-0.3244,-0.5601,1.0991,1.0606,0.6524,17,2.1655,1.1563,1.282
0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,2,0,1,2,3,3,1,0,1,1,4,4,1,0.0039,0.4284,-0.4437,-0.4473,-0.1284,-0.1117,-0.1522,-0.204,1.3336,0.4953,-0.1045,0.5699,89,NA,81,2.83321334405622,1750,-0.3381,0.2495,1.8543,1.0425,-0.8356,-0.8863,-0.3865,1.0006,9,0.7777,1.1563,-0.7622
0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,1,0,0,0,1,4,3,2,-2.4162,1.4475,3.1829,-2.4476,0.0194,0.7231,0.5094,0.5305,0.3708,0.3155,-1.3692,1.7582,74,69,NA,1.6094379124341,1800,-1.3699,1.7952,1.8543,2.2879,0.8854,1.0991,-1.5255,-1.9656,6,0.0636,1.1563,-0.7006
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,0,0,0,2,0,0,NA,-2.4162,1.4475,3.1829,-2.4476,-3.3765,-1.7932,-2.1154,-2.4981,1.7359,3.2775,-2.7904,3.3617,38,NA,31,NA,2940,-1.1051,0.8459,-0.1651,-1.4719,-1.7123,-0.1676,-1.5255,-1.9656,6,-1.6287,-4.3706,-1.338
0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,2,NA,NA,2,3,3,NA,NA,NA,1,0,2,0,NA,NA,NA,NA,1.3695,0.7006,-0.5902,-0.1646,1.7359,0.5407,-0.7443,0.3397,89,25,31,1.94591014905531,NA,-0.1985,-1.6189,1.8543,0.9455,-0.4878,0.5658,NA,NA,8,0.2737,0.0321,4.274
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,7,1,2,2,2,3,2,NA,1.2422,0.1582,0.2679,-0.6954,1.4725,0.8497,2.1635,0.5305,0.3708,2.3272,0.825,2.057,46,71,NA,1.79175946922805,1600,0.6642,-0.6871,1.8543,0.6615,0.0333,1.0991,0.324,0.6524,8,2.1655,1.1563,0.4819
1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,3,NA,1,0,0,0,1,0,NA,0.6558,-1.0718,NA,NA,NA,1.3547,0.5094,-0.3171,0.1011,NA,0.562,0.8831,53,NA,NA,NA,NA,-0.3897,0.2594,0.2405,1.0205,1.1548,-1.0115,0.7708,0.0214,13,0.0768,-1.4432,0.1529
0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,2,0,1,0,1,2,0,0,0,1,4,4,NA,1.3185,1.4475,-0.0211,2.0781,1.1528,1.0099,0.5094,-0.1178,0.3708,0.9743,0.231,-0.1074,NA,NA,NA,2.94443897916644,1485,-0.3612,-0.9024,-0.4495,0.5759,NA,1.0991,0.0134,1.0006,6,2.1655,1.1563,-0.6473
1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,2,2,1,0.9337,-0.2651,-0.2127,0.4505,0.0642,-0.1548,0.5094,0.8249,-0.3035,-0.558,0.231,-1.7518,50,80,16,1.09861228866811,1750,-0.3381,0.7186,-0.1651,-0.2882,0.0333,0.1018,1.0606,0.6524,6,-0.4365,-4.3706,0.5882
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,3,7,1,1,0,1,4,4,1,-0.6745,-0.1164,1.069,-0.0141,0.5757,0.3456,0.5094,1.238,0.7648,0.5037,0.5674,1.2044,46,85,31,2.30258509299405,900,-0.3381,-0.2154,1.8543,0.395,0.0333,1.0991,0.6269,-0.3816,8,-0.2107,1.1563,2.158
0,0,NA,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,3,2,0,2,0,0,4,0,NA,-1.2972,-0.6536,-0.0457,0.8634,2.0177,1.1953,-0.8208,-0.0529,1.7359,0.9539,1.1836,-1.7518,71,22,NA,3.29583686600433,1800,-0.8248,0.5769,1.8543,1.3264,0.7421,1.0991,1.0606,0.0214,11,-1.2278,-2.1013,-1.5324
1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2,1,0,0,1,5,1,1,1,1,4,4,2,0.9383,1.4475,0.5716,0.4505,0.3919,-1.7932,2.1635,0.9562,1.7359,2.341,2.1552,1.5014,68,76,24,3.2188758248682,NA,-0.3381,-2.505,1.8543,-0.2882,-0.3,1.0991,1.0606,0.6524,9,1.0478,1.1563,1.4695
1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,3,5,0,0,0,1,1,0,0,0.0039,1.4475,3.1829,-2.4476,-1.7115,0.7231,2.1635,0.9833,-0.7778,-2.8771,-0.1933,1.7582,NA,12,12,NA,1950,-1.0781,0.5209,-0.1651,2.2879,2.1017,1.0991,-1.5255,1.3974,6,-0.7273,-1.0668,-1.0942
0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,2,0,0,0,0,2,1,1,1,1,2,3,NA,0.0039,-0.962,-0.147,-0.1329,0.3335,-0.4101,0.0992,0.1562,1.7359,-0.2179,0.9214,-0.1041,42,27,15,2.89037175789616,1750,-0.7768,0.3035,-3.0877,-1.2786,0.0333,0.5658,-1.5255,-0.4072,12,-0.5975,1.1563,1.29
1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,6,1,1,0,1,2,2,NA,0.0039,0.5731,-0.2094,1.1203,-0.372,0.4087,-0.5781,-0.1239,-1.9301,-2.0792,-0.1933,-1.7518,50,35,26,3.04452243772342,1800,1.5611,-0.2616,0.2405,-0.2882,0.0333,0.5658,0.324,-0.3816,10,-0.4365,1.1563,-0.5782
1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,2,0,0,1,2,7,0,0,0,1,4,4,NA,0.0039,1.4475,0.8169,2.0781,1.4721,-1.7932,-0.8208,0.4946,-1.9301,0.3155,2.1552,-0.2725,71,NA,62,NA,NA,0.3171,-2.505,0.9799,-1.6564,-1.7882,-3.0789,2.4994,0.6524,6,-0.356,-0.7218,1.4456
0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,3,1,2,1,2,1,2,NA,-1.4542,-1.1742,-1.0839,-0.8749,0.635,0.3745,0.4477,-0.1586,-0.0948,0.36,0.84,-0.7976,43,65,28,3.49650756146648,1800,0.514,1.4987,-0.7534,1.0425,0.891,-1.6136,-0.8636,-1.9656,19,-0.0144,-0.1639,0.9926
0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,2,0,1,0,3,4,1,1,1,1,4,2,NA,0.0039,-0.5383,-0.2081,0.4587,0.1067,0.4888,1.6681,0.7736,-0.7778,2.3272,0.3418,0.7056,54,45,74,3.58351893845611,1800,-1.0261,0.1016,0.8598,1.4116,-1.0965,0.1018,-1.5255,0.3577,12,0.2293,1.1563,0.9727
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,6,1,1,1,1,2,2,0,0.0039,-0.1164,0.9452,0.4505,0.324,-1.7932,0.5094,0.5305,0.3708,-1.0524,-0.1933,0.9725,71,27,62,NA,1925,0.514,0.8425,1.8543,-0.2882,0.4713,1.0991,1.0606,-0.3816,8,-0.1523,1.1563,0.3582
1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,2,1,0,0,0,3,0,0,0,1,0,0,NA,0.5529,1.4475,-0.3879,0.7282,1.1285,-1.7932,-0.878,-1.0968,-1.0999,-1.9558,-0.1933,-1.7518,50,15,25,NA,NA,-0.85,-0.6277,0.0183,2.2879,0.3386,0.2493,0.0134,-0.787,17,-0.5975,-2.6673,0.9419
1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,NA,7,0,0,0,1,NA,NA,NA,-1.3544,-0.2657,0.2123,-0.3693,0.5047,0.0674,-0.0731,0.609,1.356,-2.0933,2.1552,0.1577,38,NA,NA,1.09861228866811,360,-0.9928,1.3578,1.8543,1.3264,2.1017,0.3838,0.246,-0.3816,24,0.0433,-1.4595,0.2145
1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,2,2,2,2,2,1,1,0,2,2,3,-1.6412,-0.6242,0.8722,-1.7885,0.6486,0.4241,-0.3398,-0.9323,-0.4766,-1.3795,-1.2201,0.4189,NA,26,18,3.95124371858143,1200,2.5915,2.5493,1.8543,2.2879,2.1017,1.0991,0.6961,0.6327,14,-1.6287,-3.0852,-0.9423
1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,2,0,1,0,3,7,1,1,1,1,4,4,3,0.8934,0.8213,0.8344,2.0781,0.5062,-0.2867,1.3031,0.3721,-0.0948,0.9587,2.1552,0.6401,58,82,65,2.19722457733622,1750,2.5915,-1.4678,1.8543,0.5759,1.0765,1.0991,2.4994,1.3754,7,2.1655,1.1563,0.3955
0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,2,0,1,0,2,6,1,1,1,1,4,4,3,NA,0.7896,0.2033,1.0322,0.5281,0.1886,0.8225,0.1138,0.3708,0.2933,1.1859,0.1758,89,61,24,3.13549421592915,1925,0.5643,-0.2702,0.4748,-0.2882,0.3895,1.0991,0.1725,0.6524,8,-1.6287,-0.6655,0.0531
0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,2,2,0,0,0,1,0,0,0,1.8837,0.4124,-0.121,2.0781,-0.7241,1.6078,-0.2145,-1.2668,1.0728,0.3155,0.9214,-1.7518,32,12,12,3.55534806148941,NA,-0.8913,0.2495,-0.8771,-0.2882,0.0333,-0.889,-0.5308,0.3681,6,-1.6287,-2.0662,-2.3385
0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2,1,1,0,3,6,1,2,1,1,2,4,3,-0.5436,1.4475,1.2021,2.0781,0.3111,0.0046,-2.1154,-1.1182,0.3708,0.3155,-0.7443,-0.8649,85,31,48,NA,1800,1.0676,1.0352,1.8543,1.164,1.3777,1.0991,2.0902,0.702,9,-0.2107,-1.3239,-0.3508
1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,2,0,0,0,0,4,1,2,0,1,4,3,1,0.0039,-1.0718,0.0377,-0.6102,-0.6949,0.7231,-0.2121,0.6221,1.7359,-1.2018,0.1502,0.6312,69,65,25,NA,1800,2.5915,0.3003,0.8101,0.5759,2.1017,1.0991,1.0606,-0.3816,9,-1.2278,-1.1289,0.7575
0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,2,0,1,0,2,5,2,0,1,1,2,3,2,1.8837,-1.1047,-0.8861,-1.7704,-1.0281,0.0255,-2.1154,-1.6194,-1.9301,-2.1116,0.5975,-1.7518,85,62,28,2.30258509299405,3000,1.398,0.8893,1.8543,1.5899,2.1017,0.5658,-1.5255,-1.9656,6,0.2737,-0.5343,0.8386
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1,3,4,1,1,0,1,2,2,1,0.8934,1.4475,1.4256,0.854,0.1912,1.4604,1.6681,-0.0171,0.3708,0.3155,0.5824,1.2165,89,18,15,NA,NA,0.9357,0.5209,1.8543,0.5759,-0.2097,1.0991,2.4994,0.6524,6,NA,NA,-1.143
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,1,0,1,1,4,NA,-0.3164,-0.7576,-0.2795,0.0532,-0.0448,1.2346,-0.8208,0.5305,-0.0086,-0.0663,-1.1836,-0.8649,64,27,77,1.79175946922805,1800,-0.3381,-0.2702,0.1111,-0.2882,-1.039,0.3821,-0.8636,0.005,9,-0.8341,0.1927,0.7471
